17- I remember when we played on the asme team in 6th grade. You need the show me your think on your butt.	0
Rockin out to some good tunes with the cuz on our way to Chicago!	0
Riddin Wit The same Niggas till The death Of Me	0
@XXX I work there 3 days a week and started back in may, I still don't know where I'm going when im in there.	0
@XXX @XXX I'm going to brush up on slang words for drugs while I still know how to Google.	0
She tongue punched his fart box	0
@XXX @XXX  triple date at the movies tomorrow night with #hotdates #strawdogs ???	0
Im going to kill little brother when i get home for Christmas break. Yes @XXX kill.	0
Catfish was so fucked up I've recorded it to show other people how bad it was #TheWorldMustKnow	0
Fucking finally this shit is a great time, I'm glad I didn't drink all this beer for nothing	0
Thanks for the zemail saying class is canceled.. #dick	0
Logun, James, and Andy NEEEEED to quit posting all of these pictures. Making me jealous like crazy @XXX @XXX @XXX	0
Hey. Fuck you haters	0
"""God will showcase His glory in your weakness if you trust His 'no' for an answer."" Good word. @XXX @XXX"	0
Lol to drinking in the am hashtag educating kids about poor effects lol #nightmare	0
God damn. The ignorance of people over social media.	0
@XXX just chatting shit bro #simmer x	0
Satan wants Christians, under the guise of sanctification and growing in holiness, to think much more about ourselves than we do about Jesus	0
I was born rich , but grew up poor.	0
I'm scared of going into work tonight after reading all the texts about national hotdog day. #sonicprobs #closing	0
Fuck the dumb shit come fuck with me	0
Whore, whore, whore, slut, whore, whore, teacher/former-whore, whore, skank, nice lady, dude, rolley-backpack girl. #ThoughtsInTheHallway	0
@XXX need me a man, not a boy (; ill text you as soon as I wake up!	0
When you remember you forgot something really fucking important at school, when its friday.	0
@XXX @XXX you are a slut #slut	0
The church is challenged to connect with the different ethnic communities.#CST16	0
Just watched my sister chase down a chicken with the golf cart. Then she plucked it up and took it back while driving...#countrylyfe	0
@XXX Gotta get outta here !!! #notAhomebody	0
@XXX oh shit so u good then lol!!!	0
@XXX lol that would be cool, but that Would be on top of the offer you make me??? Text me! We can do business 	0
Sometimes I force my parents to complete jigsaw puzzles with me, 'cause they're getting up there in age, ya know?	0
Hopefully I don't have to remind the girls here in college that they want to avoid the cocky assholes. The most unattractive people.	0
@XXX: Today was a good day  #AllSmiles thank you for the sexless date.  #OLIVER	0
Pencil lead breaks off and hits me in the eye, not once, not twice, but,  three times! Great time to be in a lecture, with a cute prof. #why	0
Oh you did NOT loose one of my fucking props.	0
@XXX  hope everything goes good bro! Keep your gown down during surgery so no ones sees your vag. ;) lmao. Jk	0
"""@XXX: God makes people, people make issues, people aren't issues. We'll figure it out; go love everybody."" Ok then!"	0
When I tell my friends I am not feeling like going out so they come over walk in my room throw me a shirt n a beer n tell me its game time.	0
Why do I let him make me feel this way! I'm over it!	0
Pour my life into a paper cup The ashtrays full &amp; Im spillin my guts She wants 2 know am I still a slut Ive got to take it on the other side	0
God I'm gay #penis	0
my tummy ache is over:D smooshed on one bed! one blanket... its hot and cold at the same time! soo.... lsts get naked!!!   #RealTalkBiatches	0
Women always tryin to beat around the bush, BITCH just answer the question, the fuck wrong wit u	0
I told my nana she had a big mouth and that she can't keep a secret (nicely) and I thought she was gonna kill me!   #Ooops	0
Jenelle is having another kid. Your 12 chill the hell out!	0
I by no means consider the early church to be infallible but to just throw out everything they taught is pretty arrogant. #Orthodoxy	0
"""@XXX: IM A BOSS ASS BITCH BITCH  BITCH BITCH BITCH BITCH BITCH  BITCH"" @XXX @XXX @XXX"	0
Happy bday @XXX you big sexy trisexual!	0
@XXX It takes me a good 5 min to get to HT what part of Gainsville you live in	0
A good life lived is the best revenge, but a lurid sex tape emailed to their boss and immediate family usually works pretty damn well too!	0
"""For many Christians, the Holy Spirit is like a broken marriage. They both live in the same house but there's no communication."""	0
"""Well we thought surgery would fix your eye, but it only made it worse. We felt bad at first, but its funny now. Kinda worth it."" -My mother"	0
"""Art Briles still barking""  Lol Art taking crap from no one "	0
You think communism looks good on paper? Get the hell out of America! #USA #damncommie	0
Nothing's better than getting a text from your ex, having to hang out w/the girl he cheated on you w/, and then having a fire alarm @ 1am	0
Dancing to rap 101:  hit the naenae as much as possible If wearing a hat, fuck with it idk Run hands over body(face optional) Repeat 100x	0
At 11:11 my wish will be for a calc lecture professor whose first language was English.	0
"""If you ever fucking say those words about yourself again, I will straight up put you on friendship time out"" "	0
"@XXX why doesn't that surprise me, he shit himself, no wait he ""shot"" himself in the foot on that one! #gag "	0
Mental breakdown in Suhr's class. What else is new	0
I would rather see #Oomf than smoke some weed. I guess you could say its pretty serious haha	0
"""Liquor liver, suboxone under my tongue. Private numb, one more time for dying young."""	0
The worst part of coaching is dealing with parents. #CoachingProbs	0
@XXX tell cuzz happy bday my du! Drink it up! Big 21!!	0
Two things. Why does Branford smell like shit? And why the hell is Keith Urban still singing country music. What a disgrace to America	0
I want someone who knows im not perfect but stares at me like im the most beautiful girl he's seen	0
Romantic Saturday morning with @XXX getting a free skin cancer screening	0
"A man rode his bike by as a student was compacting the trash in the dumpster: ""Look at that, they threw away a perfectly good white boy!"""	0
Bro code 101: If your friend does something gay, let him know you think he's gay but allow him to regain your respect.	0
Love that I don't work till 5 tomorrow, but hate that I'm drinking alone to celebrate #needfriends	0
LOL Republicans	0
@XXX I had a guy with norco, oxycodone, fentanyl, and 8mg morphine and nothing helped his pain and cussed at me. Not my fault..	0
pc term for a genderqueer person is actually 'email'	0
Boo you whore!!!!!! But no really. #BooYouWhore #ComeBack #KingSizedFun	0
"""Anal tongue dart""- Papa Sheldon"	0
I think I'ma try to get someone to pour jack Daniels in my 40 tonight	0
i love feeling like an outcast in my class... #itsgreat	0
Wow you would think that people at church wouldn't talk crap behind you back. But apparently that's not true	0
"Can we just start Congress over from scratch? These people are idiots. Actually idiots look at Congress and think, ""these people are idiots"""	0
@XXX sounds pretty good! Maybe you should just text me so @XXX doesn't get angry...	0
LOL ABOUT TO PASS OUT LOL	0
"""@XXX: Why I'm Single:  Too Ugly,   Not Funny,   Dick is too big, Might kill someone."" Story of my life "	0
@XXX calm down bro	0
Feeling the sting of pain or death is a que to start worshipping immediately, seeking Him with all your hurt, with all you've got!	0
Mom's weekend at SAE! Let's get weird!	0
@XXX just sent in my info to perform for old people to aid in an eagle project. If you know me at all, so much of this is wrong.	0
True life: my dog only barks at black people	0
"Interview tomorrow! I wonder if it will be anything like one with Dr Mario. ""So..Dr...Mario...where did you get your MD from?"""	0
Friend requested my hot GTA on Facebook. I'm a moron	0
I love taking my precious naps with my kids! :-)	0
"""@XXX: when girls call their boyfriends ""daddy"" I just want to vomit all over their existence"" @XXX"	0
Dexter fowler just hit a dick!! #HUGEinning three run shot!	0
@XXX @XXX @XXX @XXX @XXX dam straight :)	0
Your place, well order Chinese food, you'll pick out a movie (artsy, but accessible), light petting but no coitus. Sounds like fun! #bbt	0
Bang me again @XXX  u were so good last time	0
@XXX girl. You watching this?	0
This Valentines Day actually hasnt been too bad...but i still want the day to be over #ope #anormaltuesday	0
Is it just me or do the ugly hoes on insta never tag they cute friend...	0
@XXX bro say goodbye to poverty	0
I hate Iowa State, but I LOVE an eleventh straight Big 12 championship.	0
Haha we had a few blunt parties in Florida! Shit was soo damn funny that's all I remember hahaha I was stuck for like two days	0
Madison straight falling on her butt in the middle of target #DayMade	0
Up up and away. Im so high ill be down in a couple of days.	0
You were such a waste of time.	0
Also, there is a bum walking around with his WHOLE ASS hanging out and in pretty sure he shit his pants. #bumlife	0
wishing i had a dog,  for me and my kids.  man we need to sell our house so i can have one again...  becky dont take that for any more...	0
Well..everything comes and goes..just like money weed and hoes...what happens next..no one knows.. Guess you can not stop the flow	0
It's cuddling weather and I'm cold but I have to spend my whole night with John Milton who is dead and also a giant douchebag	0
@XXX sugar daddy!!  if you find one will you ask if he has a brother for me?!	0
@XXX you don't like ass time?	0
Use to being alone on holidays. I guess it's good because it's going to prep me for the lonely ass life ahead of me.	0
Still ride with my day one niggas.	0
"Wanna know what just makes my day?? When Sarah Mosby calls me horribly profane names like ""buttlicker""."	0
@XXX You might be able to get ja job back up here. Its a lot nicer after corporate took over!	0
Was supposed to be broke and somehow got money from the University	0
Relationships that start on twitter will end with your boyfriend thrusting behind your best friend or sister.. Juuuust saying lol.	0
1/2: If you think you're a pretty good person &amp; don't see any reason for God to punish you in hell, then you won't be...	0
@XXX haha basically, our group is screwed! I'm honestly just really scared about Erin's grading.. I need an A on this!	0
The words coming from this girl's mouth: I think I like him.. that's why I have friends to stalk him and find out of he likes me! #GirlCrazy	0
Great football player pretty damn funny sometimes great kid overall	0
"Dude just walks thru the front door saying, ""Don't mind me, I'm goin to Tyler's room."" I live in a 1 bedroom apt. asshole! GTFO my house!"	0
"Ppl say shit like ""you stress too much, relax"" when they literally don't have a damn thing going for them please Get Out of my face"	0
"@XXX: ""Why do our conversations always revert back to genital warts?"" ""stop it! You Make us sound like freaks! I'm building a fort!"""	0
"Instead of wrestling the angel the atheist feebly mutters in the fetal position, ""There is no angel, there its no angel, there is no..."""	0
Mexican girls &gt;&gt;&gt;	0
My mom got me a haircut appointment at a women's salon. #whatthefuckmom #onlyguyinhere	0
Hate hearing bad news#CanIGetABreak	0
@XXX @XXX @XXX @XXX Why dont you all just just get over this shit and make up? #Annoyed	0
I'm freaking out my bae @XXX is in town!!! Shit just got real	0
That little Asian shthead swimmer needs to be taken care of. Aka someone should knock out his teeth #grossedout	0
"""God is not a kill-joy. If you think of him that way, you don't know him."" -Piper"	0
I just watched someone nearly die, holy shit holy shit holy shit holy shit holy shit	0
@XXX @XXX actually if he was white I woulda said that cracka ass cracker	0
A lot of @XXX and I's text conversations nowadays are me airing a grievance and her simply responding with a countdown to August 5th.	0
Blow me one last kiss	0
@XXX Freak my shit ;P	0
They all wanna talk shit but fuck them	0
Laundry time and cleaning time! But I'm rolling a #doobie first	0
@XXX ooooh that's a tough call... I'd have to see Jim twerk in that outfit before I could make a final decision	0
"""@XXX: @XXX nigga u know what I miss lol. Right up the street from y'all."" McDonalds? Y though?"	0
things are a double standard these. I PERSONALLY didn't choose to be white. God made me in his way! I didnt make your people slaves, i don't	0
But obviously Obama isn't working for america either...	0
Riley and Janelle are making all these risky plans. Who is overseeing all this?	0
@XXX then tell me she was just a hoe bag who had affairs and fucked her way up the social ladder. You live a life like that and	0
River fest with the fam and my dad makes wigger jokes the whole time! Hahah #Classic	0
@XXX if you guys split the gas with me I'm down.	0
BISH U GOT ME FUCKED UP	0
The weirdest people follow me on here. I don't know how you found me, but I promise I don't tweet anything porn related.	0
@XXX I think I saw you in my sleep you were stitching up the seams of every broken promise that your body couldn't keep	0
anyone have suggestions for filthy magazines?	0
Bout to slap @XXX in the face with the #95theses to celebrate Reformation Day. #orthodoxy #Protestantism #Catholicism.	0
Not into this whole homework bullshit.	0
@XXX because I'm hoping to get immediately removed from Marion high school so I don't have to turn it in.	0
"""@XXX: ""@XXX: Dude kylii is a slut."" YES YES YES YES YES YES YES YES YES YES YES YES YES YES YES"" true story though"	0
"Just got my brother with ""gay boy say what"" #classic"	0
Watching Netflix on the toilet cause I have nothing better to do aaaaaaaand I got comfortable	0
"""@XXX: So I'm just sittin in this rehab class tryin to get myself unhooked on ass"" who doesn't love ass. Ass fiend"	0
"Got in my moms car and ""everybody in the club gettin tipsy"" was blaring. lolzzzzz #what"	0
For a list of people getting robbed this weekend, search #outoftown on twitter	0
Lmaooooo nigga you not my dad I cut that nigga off too foh and yo money nigga	0
@XXX @XXX What a fucking cock face.. Cut his ass down.	0
@XXX I shared his bed long before you ever came along you little hussy.	0
Couple of cold ones and somebody hands me a shot. Hell even buck tooth and bow leg women start looking hot !	0
The nigga wit the bankroll get the fine hoes! #MME #FreeBoosie	0
@XXX yeah I'm getting hit with the pity party pretty hard right now.	0
Dear security... screw you :-/	0
@XXX your boy for the chiefs is a piece of shit. Tell him to stop fumbling the fucking ball, If your going to play in a real leag	0
I hate all these anon tweets about how girls are sensitive and men break their hearts-not my fault you can't play with the big boys #bitches	0
"""@XXX: ""@XXX: My son's friends are so funny with nicknames ...   Mine is Milf!"" @XXX lol."" My poor naive mother "	0
I hope you live a pathetic life, and I hope one day your heart breaks as bad as mine has. Fuck you. Fuck ever meeting you.	0
Let weirdos ramble long enough &amp; they'll indite themselves @XXX #clunkydefense	0
Nope. Ascendant energy. Which I would only need if I actually had a legendary weapon. Fuuuuuuuuuckk this RNG bullshit.	0
"""@XXX: I'm going to purposely get hit by a kstate vehicle so they have to pay for my tuition"" @XXX literally us"	0
most of these zodiac tweets are such bullshit. lol they pertain to every muthafuckin body.	0
I know black people who would celebrate klan day for a day off #comedycentral	0
"Maybe ""fuck you john green"" can be our always???????"	0
@XXX #rude #absurd #ridiculous #werido #hopeitbitesyou	0
"""@XXX: Someone text Logan and tell him to pick my bitch ass up"" I gotchuu"	0
@XXX that's not hard on your body. What's hard on your body is drinkin heavily and staying up very late #tonight #thedictator	0
Ugh you piss me off #douchebag #wanttobedone	0
"teacher: ""3MORE WEEKS! You guys can do it!!"" Dilpreet: ""omg shut that s*** up"" Me: ""some one sit her ass down.""  We salty af bout school"	0
"""@XXX: Heard you were good with that mouth, boo."""	0
SAYS FUCKING YOU. I say a prayer every time I sit shot gun! @XXX @XXX	0
"Lol stop you're white. White! CAUCASIAN! You look goofy wearing that. You aint ""bad af""..."	0
@XXX i only know one family.  i do know of at least one agency that discourages whites adopting blacks, though.	0
I can't believe that @XXX is in the same state as me and I wont get to see him.	0
"Eric Bledsoe is a moron. #SavedYouAClick RT@XXX: Could Kentucky beat the 76ers?   Former Wildcat Eric Bledsoe says ""definitely."""	0
@XXX why did she get an xray of her head lol tell her she has the sexiest skull I've seen ;)	0
"you know what my favorite thing in the world to do is? ""get drunk?"" .....""you know what my second favorite thing is?"" @XXX"	0
@XXX lol oh my goodness yes!! Sometimes I just wanna kill them! Those dumb kids need to stay home!	0
family is going to schlitterban but i cant go because im still sick #whyaminotgettingbetter #depressed	0
@XXX a journalism advisor from Utah might get fired for taking the innocent Morman children to see Dan Savage #bithesbetrippin	0
"@XXX @XXX generally speaking, yes, Howdy, Also football is life in Texas, above ""most"" racism. And you know I'm not racist lol"	0
college: where you make the decision to skip a class in order to get a good grade in another	0
I'm on vacation, steady bakin' what you makin' hoe. #CB	0
People say money don't buy happiness your a dam fool, you can't tell me if u didn't half to go to work this week u wouldn't be happy	0
I'm all for black history month, but don't turn this into a hate thing again. My people had it way worse, and we don't get a month.	0
People need to take my phone away when I'm drunk. #forrealthough	0
"""@XXX: Period Commercials &lt;&lt;&lt;&lt;&lt;&lt; DONT NO GIRL BE HAPPY TO BE ON THEY PERIOD. GET THAT BITCH OFF MY TV DOING FLIPS AND SHIT"""	0
@XXX it's a pool party that my friends from high school started my junior year	0
"""I wanna be one of those hos that ho for the greater good""  YAS"	0
"@XXX ""were not Jews... We don't have Curley hair."" #dumb #getrealtravis"	0
"""I am going to vomit, upchuck, i am going to espew my insides."" @XXX #k"	0
@XXX if you stole a car you sure are driving slow. Hurry ur shit up!	0
Ppl around here get on my dang on, no DAMN nerves!	0
Tomorrow at noon will be a Chamber Exec. Board Meeting!  Members will meet in the Spray-Holt Family Conference Room 1125 Williams	0
"nigga said ""this my earth""...nigga that's my food I bought from this earth "	0
When I came in today everything had gone to hell and I'm pretty sure my coworker just wanted to leave early	0
"""My parents have it that if they're vegetative after 14 days to cut them off but really 14 days is a long time, come on make it 3"" -Sarah"	0
God saves, you don't need to grow up in a Christian home or addicted to drugs for 10 yrs. He has no preference of background, He just saves	0
Thought today was gonna truly suck a barrel of stretched out and horribly violated assholes stewed in shit soup. #DamnHappyToHaveBeenWrong	0
Sad fact of the day: blind people can't take good selfies.	0
Damn people working on the house preventing me from using my own back yard and doing laundry #annoyed	0
Good win to the cats. I say this because I'm not a douche faggot #goodmizzoufan	0
These fricken opioid addicts.. Chill out and smoke some pot dude.	0
Drop everything now. Meet me in the pouring rain. Kiss me on the sidewalk, take away the pain.	0
I swear If this kid asks one more question I'm going to go over there and stone cold stunner his ass	0
Once a whore, you're nothing more. I'm sorry, that'll never change.	0
It only takes a second to show someone how you feel about them. The police call it indecent exposure, but whatever...	0
"Lately my life is one big ""I don't wanna do it""  #burntout"	0
'I think women that say size doesn't matter, are shallow!' Hahahahaha	0
Just want twitterworld to know that @XXX is the bestest friend ever and it's almost creepy how well she knows me!!! Love ya girl! Thx	0
@XXX lol I guess you just had to be there. Things are more funny when you do them to people you don't know	0
"My mom is making two boy barbies kiss because ""it's the 2000s""."	0
@XXX that's so weird I went to say hi to your parents today and they said they were really concerned about your aids.	0
@XXX You know the facts but get paid a shit ton to spread the opposite. Suck a bag of dicks you worthless piece of shit.	0
"""@XXX: Lol this guys license plates say STD"" @XXX must be driving around!"	0
@XXX Haha she's about to be in a world of hurt! Shady people can go to hell. Thanks for listening to me. Love you	0
"""....maybe opium didn't stop the diarrhea. Maybe you just didn't care anymore."" #KellyMartinsays "	0
what the hell is this friday. wake up looking like i have a disability + a mate gets some really bad news. hand me the tequila already!	0
SPOILER ALERT: in the movie The Book of Eli Denzel Washington is blind and has the Bible memorized. #SavedYouTwoHours	0
FUCK PEOPLE WHO UNFOLLOW ME. YOU JUST CANT HANDLE THE REALNESS OF THESE TWEETS.	0
Just had my bag search at the airport.. Pretty sure the entire terminal saw the guy pull my underwear out of my bag	0
The Stanford cardinal is by far the most lame mascot in college! The tree is stupid ugly	0
@XXX dang, that's messed up. Hates a strong word. I guess you're kinda cool Sanchez	0
#ImAttractedTo girls that are smarter than me, have an amazing sense of humor, and oh yeah, some junk in the trunk helps ;) @XXX :P	0
I wonder what my death and dying professor does for fun besides driving me crazy with her AWFULLY AWKWARD videos.	0
Got hit on by 2 middle aged women today. Talk about awkward. #ThanksButNoThanks	0
I love @XXX:. I'm kinda lesbian for her!!	0
just looked at @XXX all class period...that's what you get for being foreign and boring, professor!!!	0
i juss wanna talk to you. you don't even have to be nice to me, it'd juss be nice to know you're thinking about me too.	0
@XXX im the trainer so I shouldnt get money to eat since im technically not on the team	0
First person to change their profile picture from rainbow filled to regular is officially an asshole.	0
@XXX Russian beer darts #verydangerous @XXX @XXX @XXX	0
My professor just took out his hearing aid and put it on the overhead.	0
served some nuns pomegranate margaritas tonight. Applebees can sure be an interesting place. lol	0
@XXX is a butt head with weird fascination with #poop.... #taggedya	0
I am SO excited to be Treasurer for @XXX for the next year! I promise I won't be stealin' monay.  #LITB	0
Cause way back then I didn't know shit And I don't know shit now And when the world's looking hopeless I'ma still hold shit down	0
I meet her at the nacho cart and I'm pretty sure she wants to bone me	0
@XXX peace out Mike. Let's hang out some time. Me you and @XXX: But we'll have to wait until QUANNY is sobered up. He's #drunk. ha	0
"""Damn if you're really drunk and shake your head really fast it's so badass"" -Beeter"	0
@XXX Your a faggot but I love you.	0
I'll be at Barnes and Noble (on Rock Road) at 7p tomorrow night. Stop by if you want to chat iOS dev. #NSCoderNight	0
The only two things in life that make it worth livin' is guitars that tune good and firm feelin' women. #Waylon	0
stereotyping is the best way to piss me off sorry your experience with one person was bad good thing every person is an individual	0
#EasilyAtracttedTo a guy that's good with kids	0
"Faith: Come on, Dad! Dad: ""Come on"" my ass! Me: You want someone to cum on your ass? Dad: What'd you say boy?! Me: Uh...shit."	0
Logan, my phone autocorrects kiser to loser. How does that make you feel?	0
"@XXX I did. Open book that I am. I am annoucing it publicly. I'm an ass and got fired from my job. ""inappropriate workplace behavior"""	0
"""Liberty. Liberty is a bitch who must be bedded on a mattress of corpses."""	0
Why do you try so hard to get in my business? Pretty sure this is between me and my parents thanks	0
"""Is it so wrong of me to explore my pansexuality through my unborn children?"" - Josh Hutcherson."	0
Driving me fucking crazy man, holy shit	0
@XXX why am I just now seeing this?! I love and miss you so so much!! Thank you my lo!! I hope I get to see you tonight	0
Happy New Year ! And a special S/O to all my hungover friends dragging themselves to work today! Try to keep those resolutions #NewYearNewMe	0
this shit putting me in a bad mood i got to set it down	0
My Mom and Robert are just sitting here playing candy crush. Makes me so angry	0
If these people think I'm gonna be their mom clean after them they are so freaking wrong. #lazy #f'n #ass #people	0
I love my friends :)  #Tits #Besties	0
Just probability left to teach, which means I get to toe the fine line between teaching math and teaching gambling. #cards #dice	0
"my adorable little old Asian professor pronounces ""electron"" as ""erection."" And no one else thinks this is funny??? #ochemnerdssuck"	0
that one bitch that gives you a nasty look and all you can think about doing is tripping there ass.	0
I hate it when my family is sick and I can't be home, sending my love and prayers home to my Papa. Lord knows I can't wait to be on the road	0
Everything else changes but this sticks? I can't hit on anyone without looking like a huge pervert. Maybe Battleworld has a retirement home.	0
"""Half of all pregnancies in America are unintended.""- sociology professor ""Haha whoops""- me"	0
"""@XXX: Average speed of your fart coming out of your ass is 10 feet per second."" @XXX"	0
Certain people I only want to text on nights like this,, and its a damn good thing I no longer have your number #savedbythephone	0
@XXX lol it's definitely a stoner spot. by far the best sub I've ever had though.	0
@XXX My dad once told me he wanted to give this woman a stanky leg	0
I cook that pot them junkies treat me like Obama	0
@XXX well I came home early tonight so dad wouldn't be home alone since mom is gone but as soon as I walked in he went to bed.	0
SOS I'm home alone and the phone repair guy wants to hang out with me	0
Don't tweet about working out if you look like a holocaust victim	0
"a highlight of you on your ass haha""@XXX: @XXX If you were still here Id be makin a whole highlight film today! hahaha"""	0
#ThatAwkwardMoment in school when you get a boner, and your desk flips over.	0
Last day of standards writing in Lincoln. Glad I'm getting paid well to do this. Only thing getting me through today.	0
@XXX holy shit he tweeted again!!!	0
The person in front of me smells DISGUSTING... Bro take a shower... Everyone's being tortured by the smell	0
Ask for a small glass of wine, get asked if I'm driving later. Say no, staff member hands me a full glass and the rest of the bottle. Okay!	0
"""@XXX: So Patience , when yall gon scrap ?!"" niggas ain't fading!!"	0
man i be giving up to easy on stuff that need a lil more time	0
You got my number baby hit me up, if you need a little late night pick me up, I hope you get lonely tonight	0
"THIS sunday starts new message series ""The Forgiveness Factor."" New Wine worship 9a, McKendree worship 11a (via @XXX)"	0
@XXX words can not describe how jank BA. Is	0
You look nasty @XXX my mom said suck it she's never feedin	0
@XXX @XXX @XXX Im only mean to Jayde it's how I show her I care. #justsaying	0
I honestly dont know why its so FUCKING hard for people to be real these days... #done	0
A blunt after you do anything very strenuous or stressful is the best blunt..	0
@XXX I was calling him oscar because he looks like such a grouch!	0
@XXX YOU GET ONE WIFE! THIS IS THE WAY THE WORLD WORKS!	0
If a guy leaves me his number at work. . #Tocute!	0
Last night = Skanky ass night with @XXX #youknowwhatimtalking about #smh	0
Wear a stab vest and it'll be swell. Joking, I have no idea. #bestiebanter #love #dontgetstabbed	0
God, why does everyone have to be friends with the girl who slept with my boyfriend? I'm a bit sick of hearing her putrid name. #pooh	0
Castro was the cutest little kid...what happened?;)	0
@XXX this is why you get protective animals like cats cause they know how to mess a bitch up	0
On a date with a pretty cute girl. Hope @XXX doesnt mind.	0
@XXX Slash Johnny, slash Johnny O, slash multiple personality disorder	0
@XXX @XXX someone get her out of here please	0
Nothings ever as bad as it seems, until the first time you catch some dick in your zipper, thats most likely as bad as it seems @XXX	0
What a fucking summer!! Tour de France, world domination in the Olympics and Paralympics and now the US open! And then there's football...	0
And to all of you current rockhurst students, I suggest you stop doing cocaine,PCP, opiates, and methamphetamine's as well	0
Pardon the slur dats the purple	0
@XXX @XXX Good thing we've got @XXX to take care of us! She'll probably give him a free one after today!	0
Alright let's add blood hemorrhage of the eye to list of things that are wrong with Maddy!	0
High schoolers on instagram know they can get high without posting pictures of it, right?!	0
A blight of Irish folk are taking over our lands, we must put a stop! #1843 #AntiIrishSentiment #NINA #NoIrishNeedApply #APUSHreformProject	0
Wow. Who cares bitches ain't shit but trix and hoes	0
@XXX So you're filming pornography?	0
This speech class is a bitttchhhhh	0
@XXX haha I try lol fuck dat ill worry about emt in college and damn heyylllaaaa sucks for you ;p	0
"""@XXX: Round of applause, baby make that ass clap "" @XXX ......"	0
Fuck you thunder you can suck my dick you can't get me thunder cause your just Gods farts #ThunderBuddies @XXX	0
I don't know how I bite my fucking tongue. I mean it's not like it's been there for 20 years or something #damn	0
@XXX miss and love you too woman. don't worry? Cheaters always pay. Somehow.	0
"@XXX @XXX ""can you make the ugly girls get out of the video?"""	0
"Yes, I just tweeted ""Fuck you, bitch"" in binary code. How's your Monday going?"	0
@XXX when they create a rule just for the girls' soccer team, called the 10-0 rule #sexist #wecantbethatbad	0
Feeling accomplished- A mouse reacted badly to some anesthetic I administered earlier, so I gave it CPR and SAVED ITS LIFE.	0
@XXX we will find you a man who is smart and perfect and has a good package	0
I hate people that constantly talk shit on other people's team, so I'm not gonna do it. You're welcome KU fans	0
@XXX you know what else is debatable?	0
"""I don't have any more skills: drinking coffee, travelling...."" -@XXX"	0
@XXX hey yeah you were one of the people who kept telling me to get a twitter, then didn't add me, jerk haha. It's awesome, love it.	0
When it's Friday, I just passed my huge final and I don't have any alcohol that's when I get pissed!	0
Come into twin peaks and @XXX doesn't even come by to say hi. Think she's scared of my Mexican boss	0
People who always got something to say about relationships are the most unhappiest peoplelike why u mad nobody wants you I see why	0
@XXX naw nig	0
Sin really sucks man. Don't compromise, fight that stuff with anger. It'll cost you so much good if you don't.	0
It didn't make me feel like crap when I was with her but now and each time since I feel like shit	0
Bitch smoked a cig in my bed last night and left it fucking gross	0
@XXX yea I know mad I wanted to kill the kid that gave him the stuff man I lost it when I gave his mom a hug	0
I mean first of all Troy Bolton is one million times cooler than that blonde queer in Teen Beach Movie	0
Meet frank, a single bachelor athletic build ready to hump ur life away	0
Anyone wear size 12.5 and want a pair of shoes? Chinese people messed up my order.	0
