	Text	Privacy
138	This is a sad tweet. wishing i had a dog,  for me and my kids.  man we need to sell our house so i can have one again...  becky dont take that for any more...	0
139	This is a fearful tweet. Well..everything comes and goes..just like money weed and hoes...what happens next..no one knows.. Guess you can not stop the flow	0
140	This is a sad tweet. It's cuddling weather and I'm cold but I have to spend my whole night with John Milton who is dead and also a giant douchebag	0
141	This is a joyful tweet. @XXX sugar daddy!!  if you find one will you ask if he has a brother for me?!	0
142	This is a disgusted tweet. @XXX you don't like ass time?	0
143	This is a sad tweet. Use to being alone on holidays. I guess it's good because it's going to prep me for the lonely ass life ahead of me.	0
144	This is a disgusted tweet. Still ride with my day one niggas.	0
145	"This is a disgusted tweet. Wanna know what just makes my day?? When Sarah Mosby calls me horribly profane names like ""buttlicker""."	0
146	This is a joyful tweet. @XXX You might be able to get ja job back up here. Its a lot nicer after corporate took over!	0
147	This is a joyful tweet. Was supposed to be broke and somehow got money from the University	0
148	This is a disgusted tweet. Relationships that start on twitter will end with your boyfriend thrusting behind your best friend or sister.. Juuuust saying lol.	0
149	This is a fearful tweet. 1/2: If you think you're a pretty good person &amp; don't see any reason for God to punish you in hell, then you won't be...	0
150	This is a fearful tweet. @XXX haha basically, our group is screwed! I'm honestly just really scared about Erin's grading.. I need an A on this!	0
151	This is a disgusted tweet. The words coming from this girl's mouth: I think I like him.. that's why I have friends to stalk him and find out of he likes me! #GirlCrazy	0
152	This is a sad tweet. Great football player pretty damn funny sometimes great kid overall	0
153	"This is a fearful tweet. Dude just walks thru the front door saying, ""Don't mind me, I'm goin to Tyler's room."" I live in a 1 bedroom apt. asshole! GTFO my house!"	0
154	"This is a disgusted tweet. Ppl say shit like ""you stress too much, relax"" when they literally don't have a damn thing going for them please Get Out of my face"	0
155	"This is a fearful tweet. @XXX: ""Why do our conversations always revert back to genital warts?"" ""stop it! You Make us sound like freaks! I'm building a fort!"""	0
156	"This is a fearful tweet. Instead of wrestling the angel the atheist feebly mutters in the fetal position, ""There is no angel, there its no angel, there is no..."""	0
157	This is a disgusted tweet. Mexican girls &gt;&gt;&gt;	0
158	This is a fearful tweet. My mom got me a haircut appointment at a women's salon. #whatthefuckmom #onlyguyinhere	0
159	This is a fearful tweet. Hate hearing bad news#CanIGetABreak	0
160	This is a disgusted tweet. @XXX @XXX @XXX @XXX Why dont you all just just get over this shit and make up? #Annoyed	0
161	This is a joyful tweet. I'm freaking out my bae @XXX is in town!!! Shit just got real	0
162	This is a disgusted tweet. That little Asian shthead swimmer needs to be taken care of. Aka someone should knock out his teeth #grossedout	0
163	"This is a angry tweet. ""God is not a kill-joy. If you think of him that way, you don't know him."" -Piper"	0
164	This is a surprised tweet. I just watched someone nearly die, holy shit holy shit holy shit holy shit holy shit	0
165	This is a disgusted tweet. @XXX @XXX actually if he was white I woulda said that cracka ass cracker	0
166	This is a angry tweet. A lot of @XXX and I's text conversations nowadays are me airing a grievance and her simply responding with a countdown to August 5th.	0
167	This is a joyful tweet. Blow me one last kiss	0
168	This is a surprised tweet. @XXX Freak my shit ;P	0
169	This is a angry tweet. They all wanna talk shit but fuck them	0
170	This is a fearful tweet. Laundry time and cleaning time! But I'm rolling a #doobie first	0
171	This is a disgusted tweet. @XXX ooooh that's a tough call... I'd have to see Jim twerk in that outfit before I could make a final decision	0
172	"This is a disgusted tweet. ""@XXX: @XXX nigga u know what I miss lol. Right up the street from y'all."" McDonalds? Y though?"	0
173	This is a fearful tweet. things are a double standard these. I PERSONALLY didn't choose to be white. God made me in his way! I didnt make your people slaves, i don't	0
174	This is a disgusted tweet. But obviously Obama isn't working for america either...	0
175	This is a fearful tweet. Riley and Janelle are making all these risky plans. Who is overseeing all this?	0
176	This is a disgusted tweet. @XXX then tell me she was just a hoe bag who had affairs and fucked her way up the social ladder. You live a life like that and	0
177	This is a joyful tweet. River fest with the fam and my dad makes wigger jokes the whole time! Hahah #Classic	0
178	This is a fearful tweet. @XXX if you guys split the gas with me I'm down.	0
179	This is a angry tweet. BISH U GOT ME FUCKED UP	0
180	This is a surprised tweet. The weirdest people follow me on here. I don't know how you found me, but I promise I don't tweet anything porn related.	0
181	This is a joyful tweet. @XXX I think I saw you in my sleep you were stitching up the seams of every broken promise that your body couldn't keep	0
182	This is a disgusted tweet. anyone have suggestions for filthy magazines?	0
183	This is a surprised tweet. Bout to slap @XXX in the face with the #95theses to celebrate Reformation Day. #orthodoxy #Protestantism #Catholicism.	0
184	This is a surprised tweet. Not into this whole homework bullshit.	0
185	This is a angry tweet. @XXX because I'm hoping to get immediately removed from Marion high school so I don't have to turn it in.	0
186	"This is a disgusted tweet. ""@XXX: ""@XXX: Dude kylii is a slut."" YES YES YES YES YES YES YES YES YES YES YES YES YES YES YES"" true story though"	0
187	"This is a angry tweet. Just got my brother with ""gay boy say what"" #classic"	0
188	This is a joyful tweet. Watching Netflix on the toilet cause I have nothing better to do aaaaaaaand I got comfortable	0
189	"This is a disgusted tweet. ""@XXX: So I'm just sittin in this rehab class tryin to get myself unhooked on ass"" who doesn't love ass. Ass fiend"	0
190	"This is a disgusted tweet. Got in my moms car and ""everybody in the club gettin tipsy"" was blaring. lolzzzzz #what"	0
191	This is a surprised tweet. For a list of people getting robbed this weekend, search #outoftown on twitter	0
192	This is a joyful tweet. Lmaooooo nigga you not my dad I cut that nigga off too foh and yo money nigga	0
193	This is a disgusted tweet. @XXX @XXX What a fucking cock face.. Cut his ass down.	0
194	This is a fearful tweet. @XXX I shared his bed long before you ever came along you little hussy.	0
195	This is a disgusted tweet. Couple of cold ones and somebody hands me a shot. Hell even buck tooth and bow leg women start looking hot !	0
196	This is a fearful tweet. The nigga wit the bankroll get the fine hoes! #MME #FreeBoosie	0
197	This is a fearful tweet. @XXX yeah I'm getting hit with the pity party pretty hard right now.	0
198	This is a fearful tweet. Dear security... screw you :-/	0
199	This is a fearful tweet. @XXX your boy for the chiefs is a piece of shit. Tell him to stop fumbling the fucking ball, If your going to play in a real leag	0
200	This is a disgusted tweet. I hate all these anon tweets about how girls are sensitive and men break their hearts-not my fault you can't play with the big boys #bitches	0
201	"This is a surprised tweet. ""@XXX: ""@XXX: My son's friends are so funny with nicknames ...   Mine is Milf!"" @XXX lol."" My poor naive mother "	0
202	This is a joyful tweet. I hope you live a pathetic life, and I hope one day your heart breaks as bad as mine has. Fuck you. Fuck ever meeting you.	0
203	This is a angry tweet. Let weirdos ramble long enough &amp; they'll indite themselves @XXX #clunkydefense	0
204	This is a fearful tweet. Nope. Ascendant energy. Which I would only need if I actually had a legendary weapon. Fuuuuuuuuuckk this RNG bullshit.	0
205	"This is a fearful tweet. ""@XXX: I'm going to purposely get hit by a kstate vehicle so they have to pay for my tuition"" @XXX literally us"	0
206	This is a disgusted tweet. most of these zodiac tweets are such bullshit. lol they pertain to every muthafuckin body.	0
207	This is a angry tweet. I know black people who would celebrate klan day for a day off #comedycentral	0
208	"This is a joyful tweet. Maybe ""fuck you john green"" can be our always???????"	0
209	This is a surprised tweet. @XXX #rude #absurd #ridiculous #werido #hopeitbitesyou	0
210	"This is a fearful tweet. ""@XXX: Someone text Logan and tell him to pick my bitch ass up"" I gotchuu"	0
211	This is a angry tweet. @XXX that's not hard on your body. What's hard on your body is drinkin heavily and staying up very late #tonight #thedictator	0
212	This is a disgusted tweet. Ugh you piss me off #douchebag #wanttobedone	0
213	"This is a angry tweet. teacher: ""3MORE WEEKS! You guys can do it!!"" Dilpreet: ""omg shut that s*** up"" Me: ""some one sit her ass down.""  We salty af bout school"	0
214	"This is a disgusted tweet. ""@XXX: Heard you were good with that mouth, boo."""	0
215	This is a fearful tweet. SAYS FUCKING YOU. I say a prayer every time I sit shot gun! @XXX @XXX	0
216	"This is a surprised tweet. Lol stop you're white. White! CAUCASIAN! You look goofy wearing that. You aint ""bad af""..."	0
217	This is a surprised tweet. @XXX i only know one family.  i do know of at least one agency that discourages whites adopting blacks, though.	0
218	This is a sad tweet. I can't believe that @XXX is in the same state as me and I wont get to see him.	0
219	"This is a surprised tweet. Eric Bledsoe is a moron. #SavedYouAClick RT@XXX: Could Kentucky beat the 76ers?   Former Wildcat Eric Bledsoe says ""definitely."""	0
220	This is a fearful tweet. @XXX why did she get an xray of her head lol tell her she has the sexiest skull I've seen ;)	0
221	"This is a sad tweet. you know what my favorite thing in the world to do is? ""get drunk?"" .....""you know what my second favorite thing is?"" @XXX"	0
222	This is a fearful tweet. @XXX lol oh my goodness yes!! Sometimes I just wanna kill them! Those dumb kids need to stay home!	0
223	This is a sad tweet. family is going to schlitterban but i cant go because im still sick #whyaminotgettingbetter #depressed	0
224	This is a disgusted tweet. @XXX a journalism advisor from Utah might get fired for taking the innocent Morman children to see Dan Savage #bithesbetrippin	0
225	"This is a surprised tweet. @XXX @XXX generally speaking, yes, Howdy, Also football is life in Texas, above ""most"" racism. And you know I'm not racist lol"	0
226	This is a sad tweet. college: where you make the decision to skip a class in order to get a good grade in another	0
227	This is a joyful tweet. I'm on vacation, steady bakin' what you makin' hoe. #CB	0
228	This is a joyful tweet. People say money don't buy happiness your a dam fool, you can't tell me if u didn't half to go to work this week u wouldn't be happy	0
229	This is a disgusted tweet. I'm all for black history month, but don't turn this into a hate thing again. My people had it way worse, and we don't get a month.	0
230	This is a fearful tweet. People need to take my phone away when I'm drunk. #forrealthough	0
231	"This is a angry tweet. ""@XXX: Period Commercials &lt;&lt;&lt;&lt;&lt;&lt; DONT NO GIRL BE HAPPY TO BE ON THEY PERIOD. GET THAT BITCH OFF MY TV DOING FLIPS AND SHIT"""	0
232	This is a disgusted tweet. @XXX it's a pool party that my friends from high school started my junior year	0
233	"This is a fearful tweet. ""I wanna be one of those hos that ho for the greater good""  YAS"	0
234	"This is a surprised tweet. @XXX ""were not Jews... We don't have Curley hair."" #dumb #getrealtravis"	0
235	"This is a disgusted tweet. ""I am going to vomit, upchuck, i am going to espew my insides."" @XXX #k"	0
236	This is a angry tweet. @XXX if you stole a car you sure are driving slow. Hurry ur shit up!	0
237	This is a fearful tweet. Ppl around here get on my dang on, no DAMN nerves!	0
238	This is a fearful tweet. Tomorrow at noon will be a Chamber Exec. Board Meeting!  Members will meet in the Spray-Holt Family Conference Room 1125 Williams	0
239	"This is a disgusted tweet. nigga said ""this my earth""...nigga that's my food I bought from this earth "	0
240	This is a fearful tweet. When I came in today everything had gone to hell and I'm pretty sure my coworker just wanted to leave early	0
241	"This is a fearful tweet. ""My parents have it that if they're vegetative after 14 days to cut them off but really 14 days is a long time, come on make it 3"" -Sarah"	0
242	This is a joyful tweet. God saves, you don't need to grow up in a Christian home or addicted to drugs for 10 yrs. He has no preference of background, He just saves	0
243	This is a disgusted tweet. Thought today was gonna truly suck a barrel of stretched out and horribly violated assholes stewed in shit soup. #DamnHappyToHaveBeenWrong	0
244	This is a sad tweet. Sad fact of the day: blind people can't take good selfies.	0
245	This is a angry tweet. Damn people working on the house preventing me from using my own back yard and doing laundry #annoyed	0
246	This is a surprised tweet. Good win to the cats. I say this because I'm not a douche faggot #goodmizzoufan	0
247	This is a fearful tweet. These fricken opioid addicts.. Chill out and smoke some pot dude.	0
248	This is a joyful tweet. Drop everything now. Meet me in the pouring rain. Kiss me on the sidewalk, take away the pain.	0
249	This is a disgusted tweet. I swear If this kid asks one more question I'm going to go over there and stone cold stunner his ass	0
250	This is a disgusted tweet. Once a whore, you're nothing more. I'm sorry, that'll never change.	0
251	This is a disgusted tweet. It only takes a second to show someone how you feel about them. The police call it indecent exposure, but whatever...	0
252	"This is a sad tweet. Lately my life is one big ""I don't wanna do it""  #burntout"	0
253	This is a disgusted tweet. 'I think women that say size doesn't matter, are shallow!' Hahahahaha	0
254	This is a joyful tweet. Just want twitterworld to know that @XXX is the bestest friend ever and it's almost creepy how well she knows me!!! Love ya girl! Thx	0
255	This is a joyful tweet. @XXX lol I guess you just had to be there. Things are more funny when you do them to people you don't know	0
256	"This is a disgusted tweet. My mom is making two boy barbies kiss because ""it's the 2000s""."	0
257	This is a sad tweet. @XXX that's so weird I went to say hi to your parents today and they said they were really concerned about your aids.	0
258	This is a disgusted tweet. @XXX You know the facts but get paid a shit ton to spread the opposite. Suck a bag of dicks you worthless piece of shit.	0
259	"This is a fearful tweet. ""@XXX: Lol this guys license plates say STD"" @XXX must be driving around!"	0
260	This is a joyful tweet. @XXX Haha she's about to be in a world of hurt! Shady people can go to hell. Thanks for listening to me. Love you	0
261	"This is a fearful tweet. ""....maybe opium didn't stop the diarrhea. Maybe you just didn't care anymore."" #KellyMartinsays "	0
262	This is a sad tweet. what the hell is this friday. wake up looking like i have a disability + a mate gets some really bad news. hand me the tequila already!	0
263	This is a fearful tweet. SPOILER ALERT: in the movie The Book of Eli Denzel Washington is blind and has the Bible memorized. #SavedYouTwoHours	0
264	This is a sad tweet. FUCK PEOPLE WHO UNFOLLOW ME. YOU JUST CANT HANDLE THE REALNESS OF THESE TWEETS.	0
265	This is a fearful tweet. Just had my bag search at the airport.. Pretty sure the entire terminal saw the guy pull my underwear out of my bag	0
266	This is a disgusted tweet. The Stanford cardinal is by far the most lame mascot in college! The tree is stupid ugly	0
267	This is a surprised tweet. @XXX dang, that's messed up. Hates a strong word. I guess you're kinda cool Sanchez	0
268	This is a sad tweet. #ImAttractedTo girls that are smarter than me, have an amazing sense of humor, and oh yeah, some junk in the trunk helps ;) @XXX :P	0
269	This is a sad tweet. I wonder what my death and dying professor does for fun besides driving me crazy with her AWFULLY AWKWARD videos.	0
270	This is a disgusted tweet. Got hit on by 2 middle aged women today. Talk about awkward. #ThanksButNoThanks	0
271	This is a disgusted tweet. I love @XXX:. I'm kinda lesbian for her!!	0
272	This is a disgusted tweet. just looked at @XXX all class period...that's what you get for being foreign and boring, professor!!!	0
273	This is a joyful tweet. i juss wanna talk to you. you don't even have to be nice to me, it'd juss be nice to know you're thinking about me too.	0
274	This is a disgusted tweet. @XXX im the trainer so I shouldnt get money to eat since im technically not on the team	0
275	This is a disgusted tweet. First person to change their profile picture from rainbow filled to regular is officially an asshole.	0
276	This is a joyful tweet. @XXX Russian beer darts #verydangerous @XXX @XXX @XXX	0
277	This is a surprised tweet. My professor just took out his hearing aid and put it on the overhead.	0
278	This is a joyful tweet. served some nuns pomegranate margaritas tonight. Applebees can sure be an interesting place. lol	0
279	This is a disgusted tweet. @XXX is a butt head with weird fascination with #poop.... #taggedya	0
280	This is a fearful tweet. I am SO excited to be Treasurer for @XXX for the next year! I promise I won't be stealin' monay.  #LITB	0
281	This is a fearful tweet. Cause way back then I didn't know shit And I don't know shit now And when the world's looking hopeless I'ma still hold shit down	0
282	This is a disgusted tweet. I meet her at the nacho cart and I'm pretty sure she wants to bone me	0
283	This is a joyful tweet. @XXX peace out Mike. Let's hang out some time. Me you and @XXX: But we'll have to wait until QUANNY is sobered up. He's #drunk. ha	0
